17316	0.000000
25260	0.000000
61147	0.002404
21226	0.006629
46182	0.006629
8529	0.007230
21576	0.007908
20388	0.007922
9025	0.007939
16850	0.007969
35889	0.008016
61578	0.008049
55744	0.008073
42600	0.008082
43144	0.008097
13536	0.008103
60121	0.008116
16201	0.008117
7703	0.008146
7706	0.008146
61273	0.008151
24420	0.008172
28022	0.008189
27758	0.008190
52001	0.008190
15885	0.008196
16427	0.008200
61063	0.008205
14198	0.008218
44630	0.008220
15850	0.008235
15799	0.008236
10290	0.008248
13098	0.008248
7677	0.008248
54029	0.008249
7685	0.008260
31226	0.008284
60602	0.008286
7890	0.008289
8411	0.008294
28951	0.008303
13028	0.008313
23148	0.008327
56969	0.008328
52511	0.008333
11872	0.008336
14215	0.008342
16242	0.008343
61111	0.008350
7499	0.008350
14335	0.008361
61289	0.008361
54408	0.008363
60938	0.008368
11236	0.008370
17051	0.008376
38445	0.008380
47389	0.008381
27019	0.008399
42690	0.008408
11590	0.008421
22059	0.008421
8204	0.008430
9245	0.008430
31934	0.008437
55659	0.008469
60976	0.008476
8245	0.008479
125393	0.008479
38467	0.008485
14760	0.008502
53770	0.008503
27953	0.008504
9966	0.008507
15421	0.008516
37560	0.008526
13376	0.008549
14990	0.008552
27640	0.008553
34785	0.008553
15420	0.008556
50402	0.008558
30348	0.008560
52893	0.008561
17012	0.008562
61422	0.008569
35982	0.008582
61394	0.008582
46078	0.008596
61401	0.008618
61342	0.008621
59264	0.008628
52449	0.008662
23547	0.008683
50446	0.008683
9231	0.008711
7871	0.008712
34807	0.008713
40911	0.008718
42321	0.008741
50669	0.008746
32709	0.008751
37700	0.008762
29110	0.008769
16816	0.008774
61185	0.008774
9692	0.008777
57291	0.008781
43200	0.008784
36037	0.008786
60769	0.008786
32190	0.008793
27904	0.008795
26244	0.008836
21345	0.008837
30084	0.008837
31235	0.008837
58264	0.008837
36839	0.008844
26768	0.008848
49529	0.008848
54840	0.008853
40251	0.008857
12912	0.008858
10184	0.008859
12511	0.008887
42545	0.008887
35997	0.008896
46852	0.008905
54314	0.008908
46712	0.008911
54271	0.008914
11624	0.008919
10240	0.008940
14531	0.008951
46494	0.008959
9389	0.008960
42795	0.008970
54103	0.008976
54106	0.008976
60606	0.008977
11645	0.008985
56801	0.008985
43754	0.008996
36838	0.008999
8046	0.009017
19794	0.009021
60975	0.009025
16135	0.009059
35980	0.009104
40036	0.009107
11586	0.009126
60724	0.009126
61038	0.009126
12749	0.009144
49289	0.009146
58956	0.009149
48020	0.009176
9191	0.009229
30099	0.009238
41887	0.009238
33451	0.009258
14716	0.009279
16431	0.009280
20885	0.009280
11865	0.009282
30127	0.009283
11128	0.009343
43171	0.009343
52271	0.009368
8981	0.009386
47727	0.009423
60633	0.009458
32973	0.009458
54514	0.009463
34786	0.009479
39302	0.009543
49616	0.009545
58153	0.009590
68235	0.009639
17496	0.009764
47736	0.009764
61534	0.009787
50338	0.009811
7972	0.010683
22450	0.010825
26484	0.010840
16656	0.010841
46409	0.010843
60315	0.010858
17057	0.010859
49700	0.010859
51770	0.010870
12304	0.010890
59161	0.010904
16986	0.010909
34769	0.010909
27764	0.010911
27776	0.010911
14464	0.010912
8691	0.010912
57708	0.010917
138102	0.010918
60761	0.010918
46214	0.010919
12798	0.010928
9536	0.010928
60902	0.010938
37518	0.010940
60845	0.010941
61376	0.010947
54522	0.010953
55315	0.010953
29169	0.010958
16719	0.010968
35938	0.010968
43111	0.010976
19127	0.010979
60616	0.010979
38442	0.010979
24347	0.010983
12478	0.010984
49279	0.010986
60118	0.010997
60594	0.010997
39107	0.010999
50525	0.010999
23721	0.011002
10261	0.011003
22655	0.011003
60399	0.011003
9750	0.011003
45283	0.011005
60948	0.011009
51175	0.011016
28181	0.011025
45563	0.011027
54008	0.011027
7332	0.011028
61094	0.011033
60630	0.011036
43424	0.011039
14386	0.011040
56229	0.011041
10332	0.011042
17445	0.011042
61024	0.011042
60682	0.011045
32819	0.011048
61008	0.011048
19268	0.011050
24644	0.011050
43192	0.011051
35561	0.011051
27755	0.011053
61080	0.011053
48520	0.011053
16348	0.011054
41353	0.011056
22108	0.011056
21051	0.011062
48389	0.011062
13009	0.011062
33435	0.011062
50841	0.011062
60250	0.011062
8830	0.011063
40063	0.011064
40065	0.011064
40066	0.011064
85307	0.011064
34532	0.011067
55648	0.011069
55797	0.011069
16553	0.011069
23457	0.011072
45827	0.011073
55358	0.011085
13801	0.011085
39534	0.011085
44449	0.011087
41428	0.011087
41909	0.011087
