# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-9907900	Proteasome assembly	14	51	2.35450776029e-09	8.80585902348e-07
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	22	132	2.17552587615e-09	8.80585902348e-07
R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	12	37	4.02897443595e-09	1.00455762603e-06
R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	11	32	9.02961678179e-09	1.35083067056e-06
R-HSA-69481	G2/M Checkpoints	11	32	9.02961678179e-09	1.35083067056e-06
R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	11	33	1.31037103831e-08	1.53936967298e-06
R-HSA-180534	Vpu mediated degradation of CD4	11	34	1.87405140865e-08	1.53936967298e-06
R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	11	34	1.87405140865e-08	1.53936967298e-06
R-HSA-1236974	ER-Phagosome pathway	15	69	2.05798084623e-08	1.53936967298e-06
R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D	11	34	1.87405140865e-08	1.53936967298e-06
R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	11	35	2.64409394076e-08	1.64815188974e-06
R-HSA-180585	Vif-mediated degradation of APOBEC3G	11	35	2.64409394076e-08	1.64815188974e-06
R-HSA-9604323	Negative regulation of NOTCH4 signaling	11	37	5.07168550845e-08	1.89681038016e-06
R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	11	36	3.68366743521e-08	1.89681038016e-06
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	11	37	5.07168550845e-08	1.89681038016e-06
R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	11	37	5.07168550845e-08	1.89681038016e-06
R-HSA-5362768	Hh mutants are degraded by ERAD	11	37	5.07168550845e-08	1.89681038016e-06
R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	11	36	3.68366743521e-08	1.89681038016e-06
R-HSA-382556	ABC-family proteins mediated transport	14	63	4.56042081619e-08	1.89681038016e-06
R-HSA-4641257	Degradation of AXIN	11	37	5.07168550845e-08	1.89681038016e-06
R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	15	74	5.60157445125e-08	1.99522747121e-06
R-HSA-4641258	Degradation of DVL	11	38	6.90586643321e-08	2.34799458729e-06
R-HSA-5658442	Regulation of RAS by GAPs	12	48	1.05158571834e-07	3.41993964053e-06
R-HSA-5358346	Hedgehog ligand biogenesis	11	40	1.24189929268e-07	3.71576268368e-06
R-HSA-8941858	Regulation of RUNX3 expression and activity	11	40	1.24189929268e-07	3.71576268368e-06
R-HSA-1169091	Activation of NF-kappaB in B cells	12	49	1.34719369824e-07	3.73222550475e-06
R-HSA-195253	Degradation of beta-catenin by the destruction complex	12	49	1.34719369824e-07	3.73222550475e-06
R-HSA-9824272	Somitogenesis	11	41	1.64211145417e-07	3.83843552413e-06
R-HSA-5676590	NIK-->noncanonical NF-kB signaling	11	41	1.64211145417e-07	3.83843552413e-06
R-HSA-5610783	Degradation of GLI2 by the proteasome	11	41	1.64211145417e-07	3.83843552413e-06
R-HSA-5610780	Degradation of GLI1 by the proteasome	11	41	1.64211145417e-07	3.83843552413e-06
R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	11	41	1.64211145417e-07	3.83843552413e-06
R-HSA-8948751	Regulation of PTEN stability and activity	12	50	1.71478449982e-07	3.88684486625e-06
R-HSA-5687128	MAPK6/MAPK4 signaling	14	70	1.86606223416e-07	4.10533691515e-06
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	11	42	2.15251633315e-07	4.60023490627e-06
R-HSA-5678895	Defective CFTR causes cystic fibrosis	11	43	2.79849001045e-07	5.81464035504e-06
R-HSA-8939902	Regulation of RUNX2 expression and activity	12	53	3.41147737726e-07	6.89671642754e-06
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	12	54	4.2431520757e-07	8.35230987533e-06
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	11	45	4.62297589704e-07	8.43411212435e-06
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	11	45	4.62297589704e-07	8.43411212435e-06
R-HSA-4608870	Asymmetric localization of PCP proteins	11	45	4.62297589704e-07	8.43411212435e-06
R-HSA-9755511	KEAP1-NFE2L2 pathway	12	56	6.46439655853e-07	1.15127824423e-05
R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C	11	48	9.32082999726e-07	1.62139089255e-05
R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	11	49	1.16289878736e-06	1.97692793851e-05
R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	11	50	1.44253016456e-06	2.39780569575e-05
R-HSA-5632684	Hedgehog 'on' state	11	52	2.18382613095e-06	3.47553605522e-05
R-HSA-68949	Orc1 removal from chromatin	11	52	2.18382613095e-06	3.47553605522e-05
R-HSA-5689603	UCH proteinases	13	75	2.84430905866e-06	4.43238161641e-05
R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6	11	54	3.23999723408e-06	4.84703586218e-05
R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	11	54	3.23999723408e-06	4.84703586218e-05
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	11	55	3.91873828114e-06	5.74748281234e-05
R-HSA-5607764	CLEC7A (Dectin-1) signaling	11	59	8.03479905889e-06	0.000115577494155
R-HSA-2871837	FCERI mediated NF-kB activation	11	61	1.12384213861e-05	0.000158610173524
R-HSA-68867	Assembly of the pre-replicative complex	11	63	1.54985586795e-05	0.000214683738745
R-HSA-379716	Cytosolic tRNA aminoacylation	7	24	1.70764976813e-05	0.000232240368465
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	11	66	2.44940190143e-05	0.000321430284609
R-HSA-9020702	Interleukin-1 signaling	11	66	2.44940190143e-05	0.000321430284609
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	13	91	2.53321552198e-05	0.000326697450075
R-HSA-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	6	21	7.97309803808e-05	0.00101082666652
R-HSA-202424	Downstream TCR signaling	11	75	8.31233767882e-05	0.00103627143063
R-HSA-5689880	Ub-specific processing proteases	17	165	0.000114179290449	0.00138624537161
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	12	91	0.00011490269123	0.00138624537161
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	11	81	0.000169015124956	0.00200671926138
R-HSA-9856872	Malate-aspartate shuttle	4	9	0.000194389625404	0.0022719287469
R-HSA-3000178	ECM proteoglycans	10	70	0.000217994345559	0.00250861185351
R-HSA-3371511	HSF1 activation	4	10	0.000314626409268	0.00356576597171
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	10	75	0.000387157091366	0.00432229110958
