# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	53	90	1.2182564898e-33	1.21460172033e-30
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	53	91	2.68321654619e-33	1.33758344828e-30
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	60	132	1.37191632547e-29	4.55933525496e-27
R-HSA-72689	Formation of a pool of free 40S subunits	46	81	2.3043251618e-28	5.74353046579e-26
R-HSA-6809371	Formation of the cornified envelope	54	115	1.32214138646e-27	2.63634992461e-25
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	43	75	8.05938336815e-27	1.33920086967e-24
R-HSA-156902	Peptide chain elongation	40	68	1.26861944432e-25	1.8068765514e-23
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	43	81	5.71477449987e-25	7.12203772046e-23
R-HSA-72764	Eukaryotic Translation Termination	40	72	2.58982982724e-24	2.86895593084e-22
R-HSA-192823	Viral mRNA Translation	39	69	4.09491483811e-24	4.08263009359e-22
R-HSA-2408557	Selenocysteine synthesis	40	73	5.26543591658e-24	4.77239964439e-22
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	45	95	2.19988031408e-23	1.82773389428e-21
R-HSA-6805567	Keratinization	52	128	5.67666922451e-23	4.35356862834e-21
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	42	91	2.35385220587e-21	1.67627903518e-19
R-HSA-72702	Ribosomal scanning and start codon recognition	28	45	3.10251815707e-19	1.93325662663e-17
R-HSA-72649	Translation initiation complex formation	28	45	3.10251815707e-19	1.93325662663e-17
R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex	24	39	1.66867360124e-16	9.78627988494e-15
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	48	161	5.91560294066e-15	3.27658673991e-13
R-HSA-72163	mRNA Splicing - Major Pathway	51	195	2.67658561844e-13	1.40450308504e-11
R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	20	37	1.75212963302e-12	8.73436622061e-11
R-HSA-379716	Cytosolic tRNA aminoacylation	16	24	3.32880411003e-12	1.58038937986e-10
R-HSA-9735869	SARS-CoV-1 modulates host translation machinery	15	23	2.60975775804e-11	1.1826947658e-09
R-HSA-2408522	Selenoamino acid metabolism	10	11	2.29938893462e-10	9.9673511644e-09
R-HSA-9754678	SARS-CoV-2 modulates host translation machinery	16	34	4.33862297665e-09	1.80233629488e-07
R-HSA-5678895	Defective CFTR causes cystic fibrosis	18	43	4.79127784705e-09	1.9107616054e-07
R-HSA-180585	Vif-mediated degradation of APOBEC3G	16	35	7.35461672223e-09	2.8202126431e-07
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	22	68	2.75585726749e-08	1.01762581322e-06
R-HSA-382556	ABC-family proteins mediated transport	21	63	3.15304720959e-08	1.12271002427e-06
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	19	54	5.29942039659e-08	1.82190418462e-06
R-HSA-5358346	Hedgehog ligand biogenesis	16	40	7.51587168766e-08	2.49777469087e-06
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	17	45	8.00098373638e-08	2.57321960812e-06
R-HSA-390450	Folding of actin by CCT/TriC	8	10	1.18158645801e-07	3.68138030824e-06
R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	14	32	1.29060699095e-07	3.78451520582e-06
R-HSA-69481	G2/M Checkpoints	14	32	1.29060699095e-07	3.78451520582e-06
R-HSA-5362768	Hh mutants are degraded by ERAD	15	37	1.56117497495e-07	4.39279132313e-06
R-HSA-68949	Orc1 removal from chromatin	18	52	1.58616336643e-07	4.39279132313e-06
R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	14	33	2.06415393658e-07	5.56205803993e-06
R-HSA-180534	Vpu mediated degradation of CD4	14	34	3.23141302752e-07	8.05429697108e-06
R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	14	34	3.23141302752e-07	8.05429697108e-06
R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D	14	34	3.23141302752e-07	8.05429697108e-06
R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	17	49	3.3801592105e-07	8.21955788505e-06
R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	14	35	4.95971368842e-07	1.17734155889e-05
R-HSA-8941858	Regulation of RUNX3 expression and activity	15	40	5.23290466028e-07	1.21330370844e-05
R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	14	36	7.47422058332e-07	1.57804524758e-05
R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	14	36	7.47422058332e-07	1.57804524758e-05
R-HSA-5676590	NIK-->noncanonical NF-kB signaling	15	41	7.59740941661e-07	1.57804524758e-05
R-HSA-5610783	Degradation of GLI2 by the proteasome	15	41	7.59740941661e-07	1.57804524758e-05
R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	15	41	7.59740941661e-07	1.57804524758e-05
R-HSA-1236974	ER-Phagosome pathway	20	69	8.72859698073e-07	1.77600228363e-05
R-HSA-9604323	Negative regulation of NOTCH4 signaling	14	37	1.10734657359e-06	2.03766626006e-05
R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	14	37	1.10734657359e-06	2.03766626006e-05
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	14	37	1.10734657359e-06	2.03766626006e-05
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	15	42	1.08811785346e-06	2.03766626006e-05
R-HSA-5687128	MAPK6/MAPK4 signaling	20	70	1.12408870916e-06	2.03766626006e-05
R-HSA-4641257	Degradation of AXIN	14	37	1.10734657359e-06	2.03766626006e-05
