# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0042633	hair cycle	5	6	5.19214700959e-09	3.77469087597e-06
GO:0045104	intermediate filament cytoskeleton organization	4	9	6.81260881625e-06	0.00247638330471
GO:0006998	nuclear envelope organization	4	12	2.57989472777e-05	0.0062519448903
GO:1904294	positive regulation of ERAD pathway	4	13	3.68122372628e-05	0.00669062412252
GO:0045109	intermediate filament organization	4	14	5.09110467083e-05	0.00740246619138
GO:0002009	morphogenesis of an epithelium	3	6	7.23881666835e-05	0.00877103286315
GO:0061857	endoplasmic reticulum stress-induced pre-emptive quality control	2	2	0.000242742000063	0.0196081593384
GO:0034502	protein localization to chromosome	2	2	0.000242742000063	0.0196081593384
GO:0051580	regulation of neurotransmitter uptake	2	2	0.000242742000063	0.0196081593384
GO:0031424	keratinization	2	3	0.000720731635527	0.0491093049509
GO:0006298	mismatch repair	3	12	0.000743056883714	0.0491093049509
