# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	23	49	1.68400945255e-12	1.64527723514e-09
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	13	21	1.42933509073e-09	1.39646038365e-06
R-HSA-6807878	COPI-mediated anterograde transport	27	91	5.72653876909e-09	5.5948283774e-06
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	20	54	7.995900622e-09	7.8119949077e-06
R-HSA-9833482	PKR-mediated signaling	21	64	4.05276148334e-08	3.95954796922e-05
R-HSA-5617833	Cilium Assembly	10	15	4.38566318879e-08	4.28479293544e-05
R-HSA-5626467	RHO GTPases activate IQGAPs	12	23	8.75966836998e-08	8.55819599747e-05
R-HSA-9646399	Aggrephagy	14	32	1.23351284457e-07	0.000120514204915
R-HSA-437239	Recycling pathway of L1	15	39	3.3893019036e-07	0.000331134795982
R-HSA-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	9	14	3.43414028081e-07	0.000335515505435
R-HSA-9619483	Activation of AMPK downstream of NMDARs	11	22	5.39092147464e-07	0.000526693028072
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	23	90	1.46872471309e-06	0.00143494404469
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	11	24	1.62267528628e-06	0.00158535375469
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	23	91	1.80804627999e-06	0.00176646121555
R-HSA-3371511	HSF1 activation	7	10	3.31616572577e-06	0.00323989391408
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	28	132	6.06159387624e-06	0.00592217721708
R-HSA-389977	Post-chaperonin tubulin folding pathway	9	18	6.0653798844e-06	0.00592587614706
R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	13	37	6.76019350115e-06	0.00660470905063
R-HSA-2408522	Selenoamino acid metabolism	7	11	8.43843463453e-06	0.00824435063794
R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic	14	44	1.12478311015e-05	0.0109891309862
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	16	58	2.06014994921e-05	0.0201276650038
R-HSA-8862803	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	9	21	2.88981900611e-05	0.0282335316897
R-HSA-5663220	RHO GTPases Activate Formins	25	123	4.04992929291e-05	0.0395678091917
