# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	13	49	2.12173965526e-12	1.13088723625e-09
R-HSA-437239	Recycling pathway of L1	9	39	2.24931248095e-08	5.99441776173e-06
R-HSA-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	6	14	8.58172128037e-08	9.14811488488e-06
R-HSA-9619483	Activation of AMPK downstream of NMDARs	7	22	7.64149107666e-08	9.14811488488e-06
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	7	21	5.29038967137e-08	9.14811488488e-06
R-HSA-5626467	RHO GTPases activate IQGAPs	7	23	1.08179778421e-07	9.60997031636e-06
R-HSA-5617833	Cilium Assembly	6	15	1.40889206596e-07	1.07277067308e-05
R-HSA-9833482	PKR-mediated signaling	10	64	1.89444784522e-07	1.26217587688e-05
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	11	84	2.93859786237e-07	1.74030295627e-05
R-HSA-389977	Post-chaperonin tubulin folding pathway	6	18	4.99480144526e-07	2.66222917032e-05
R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic	8	44	9.95770218031e-07	4.82495932919e-05
R-HSA-9646399	Aggrephagy	7	32	1.29446015288e-06	5.74956051237e-05
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	6	24	3.30877667717e-06	0.000135659843764
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	8	54	5.0110900902e-06	0.000190779358434
R-HSA-9668328	Sealing of the nuclear envelope (NE) by ESCRT-III	6	26	5.49211451347e-06	0.000195153135712
R-HSA-190861	Gap junction assembly	6	28	8.72104001244e-06	0.000290519645414
R-HSA-5663220	RHO GTPases Activate Formins	11	123	1.32487020679e-05	0.000415385776598
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	4	10	1.99859613558e-05	0.000560658810664
R-HSA-3371511	HSF1 activation	4	10	1.99859613558e-05	0.000560658810664
R-HSA-8955332	Carboxyterminal post-translational modifications of tubulin	6	33	2.37847166301e-05	0.000633862698192
