# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	23	49	1.68400945255e-12	1.64527723514e-09
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	13	21	1.42933509073e-09	6.98230191823e-07
R-HSA-6807878	COPI-mediated anterograde transport	27	91	5.72653876909e-09	1.86494279247e-06
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	20	54	7.995900622e-09	1.95299872692e-06
R-HSA-5617833	Cilium Assembly	10	15	4.38566318879e-08	7.14132155907e-06
R-HSA-9833482	PKR-mediated signaling	21	64	4.05276148334e-08	7.14132155907e-06
R-HSA-5626467	RHO GTPases activate IQGAPs	12	23	8.75966836998e-08	1.22259942821e-05
R-HSA-9646399	Aggrephagy	14	32	1.23351284457e-07	1.50642756144e-05
R-HSA-437239	Recycling pathway of L1	15	39	3.3893019036e-07	3.35515505435e-05
R-HSA-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	9	14	3.43414028081e-07	3.35515505435e-05
R-HSA-9619483	Activation of AMPK downstream of NMDARs	11	22	5.39092147464e-07	4.78811843702e-05
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	23	90	1.46872471309e-06	0.000119578670391
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	11	24	1.62267528628e-06	0.000121950288823
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	23	91	1.80804627999e-06	0.000126175801111
R-HSA-3371511	HSF1 activation	7	10	3.31616572577e-06	0.000215992927605
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	28	132	6.06159387624e-06	0.000348580949827
R-HSA-389977	Post-chaperonin tubulin folding pathway	9	18	6.0653798844e-06	0.000348580949827
R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	13	37	6.76019350115e-06	0.00036692828059
R-HSA-2408522	Selenoamino acid metabolism	7	11	8.43843463453e-06	0.00043391319147
R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic	14	44	1.12478311015e-05	0.000549456549308
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	16	58	2.06014994921e-05	0.000958460238276
R-HSA-8862803	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	9	21	2.88981900611e-05	0.00128334234953
R-HSA-5663220	RHO GTPases Activate Formins	25	123	4.04992929291e-05	0.00172033953008
R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	20	89	5.37147426722e-05	0.00218663764962
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	6	10	6.30241667808e-05	0.0024629844378
R-HSA-72649	Translation initiation complex formation	13	45	7.22741159343e-05	0.00252185040242
