# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-3656532	TGFBR1 KD Mutants in Cancer	4	6	1.079665022e-06	0.000146834442992
R-HSA-68962	Activation of the pre-replicative complex	7	33	9.20075081221e-07	0.000146834442992
R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	4	6	1.079665022e-06	0.000146834442992
R-HSA-109704	PI3K Cascade	7	29	3.55487237327e-07	0.000146834442992
R-HSA-5654726	Negative regulation of FGFR1 signaling	5	13	1.38521586056e-06	0.000150711485629
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	6	26	3.37880311936e-06	0.000222522584999
R-HSA-190377	FGFR2b ligand binding and activation	4	8	4.9085864338e-06	0.000222522584999
R-HSA-9839389	TGFBR3 regulates TGF-beta signaling	4	8	4.9085864338e-06	0.000222522584999
R-HSA-5654727	Negative regulation of FGFR2 signaling	5	15	3.14609013566e-06	0.000222522584999
R-HSA-5654695	PI-3K cascade:FGFR2	5	15	3.14609013566e-06	0.000222522584999
R-HSA-68689	CDC6 association with the ORC:origin complex	4	8	4.9085864338e-06	0.000222522584999
R-HSA-3645790	TGFBR2 Kinase Domain Mutants in Cancer	3	3	4.52336720746e-06	0.000222522584999
R-HSA-5654700	FRS-mediated FGFR2 signaling	5	17	6.3103060729e-06	0.000264062038743
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	11	132	1.17453327143e-05	0.000456390071185
R-HSA-192823	Viral mRNA Translation	8	69	1.74399152351e-05	0.000486113454754
R-HSA-156902	Peptide chain elongation	8	68	1.5636488854e-05	0.000486113454754
R-HSA-3656535	TGFBR1 LBD Mutants in Cancer	3	4	1.78718181895e-05	0.000486113454754
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	5	20	1.51839325279e-05	0.000486113454754
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	8	69	1.74399152351e-05	0.000486113454754
R-HSA-2033519	Activated point mutants of FGFR2	4	10	1.43466003836e-05	0.000486113454754
R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2	4	11	2.2252731443e-05	0.000576451709762
R-HSA-176187	Activation of ATR in response to replication stress	6	36	2.49104488084e-05	0.000588289321878
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	9	95	2.70353548657e-05	0.000588289321878
R-HSA-72764	Eukaryotic Translation Termination	8	72	2.39322205302e-05	0.000588289321878
R-HSA-2408557	Selenocysteine synthesis	8	73	2.65021600928e-05	0.000588289321878
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	8	75	3.23396465894e-05	0.00064011474783
