# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-109704	PI3K Cascade	7	29	3.55487237327e-07	0.000193385057106
R-HSA-68962	Activation of the pre-replicative complex	7	33	9.20075081221e-07	0.000500520844184
R-HSA-3656532	TGFBR1 KD Mutants in Cancer	4	6	1.079665022e-06	0.00058733777197
R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	4	6	1.079665022e-06	0.00058733777197
R-HSA-5654726	Negative regulation of FGFR1 signaling	5	13	1.38521586056e-06	0.000753557428146
R-HSA-5654727	Negative regulation of FGFR2 signaling	5	15	3.14609013566e-06	0.0017114730338
R-HSA-5654695	PI-3K cascade:FGFR2	5	15	3.14609013566e-06	0.0017114730338
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	6	26	3.37880311936e-06	0.00183806889693
R-HSA-3645790	TGFBR2 Kinase Domain Mutants in Cancer	3	3	4.52336720746e-06	0.00246071176086
R-HSA-190377	FGFR2b ligand binding and activation	4	8	4.9085864338e-06	0.00267027101998
R-HSA-9839389	TGFBR3 regulates TGF-beta signaling	4	8	4.9085864338e-06	0.00267027101998
R-HSA-68689	CDC6 association with the ORC:origin complex	4	8	4.9085864338e-06	0.00267027101998
R-HSA-5654700	FRS-mediated FGFR2 signaling	5	17	6.3103060729e-06	0.00343280650366
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	11	132	1.17453327143e-05	0.00638946099659
R-HSA-2033519	Activated point mutants of FGFR2	4	10	1.43466003836e-05	0.00780455060866
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	5	20	1.51839325279e-05	0.00826005929519
R-HSA-156902	Peptide chain elongation	8	68	1.5636488854e-05	0.00850624993657
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	8	69	1.74399152351e-05	0.0094873138879
R-HSA-192823	Viral mRNA Translation	8	69	1.74399152351e-05	0.0094873138879
R-HSA-3656535	TGFBR1 LBD Mutants in Cancer	3	4	1.78718181895e-05	0.00972226909508
R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2	4	11	2.2252731443e-05	0.012105485905
R-HSA-72764	Eukaryotic Translation Termination	8	72	2.39322205302e-05	0.0130191279684
R-HSA-176187	Activation of ATR in response to replication stress	6	36	2.49104488084e-05	0.0135512841518
R-HSA-2408557	Selenocysteine synthesis	8	73	2.65021600928e-05	0.0144171750905
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	9	95	2.70353548657e-05	0.014707233047
R-HSA-8940973	RUNX2 regulates osteoblast differentiation	5	23	3.16497273299e-05	0.0172174516675
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	8	75	3.23396465894e-05	0.0175927677446
R-HSA-5654689	PI-3K cascade:FGFR1	4	12	3.29470826089e-05	0.0179232129392
R-HSA-72689	Formation of a pool of free 40S subunits	8	81	5.66661476113e-05	0.0308263843005
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	8	81	5.66661476113e-05	0.0308263843005
R-HSA-9834899	Specification of the neural plate border	4	14	6.4914055036e-05	0.0353132459396
R-HSA-5654693	FRS-mediated FGFR1 signaling	4	14	6.4914055036e-05	0.0353132459396
R-HSA-5654699	SHC-mediated cascade:FGFR2	4	15	8.73751331805e-05	0.0475320724502
