#Position	OddsRatio	P-value
6	37.6666666667	1.25403666488e-07
7	24.6640625	2.93348636818e-06
8	24.609375	2.97415407233e-06
9	16.8375	4.99124469611e-05
10	11.6666666667	0.000616032221619
11	7.98214285714	0.00561395494805
12	5.06818181818	0.0399530823656
13	2.90849673203	0.19010260029
14	1.26857142857	0.571911374439
15	0.0	1.0
16	0.0	1.0
17	0.0	1.0
18	0.0	1.0
19	0.0	1.0
20	0.0	1.0
21	0.0	1.0
22	0.0	1.0
23	0.0	1.0
24	0.0	1.0
25	0.0	1.0
26	1.26857142857	0.571911374439
27	1.26857142857	0.571911374439
28	1.26857142857	0.571911374439
29	1.26857142857	0.571911374439
30	1.26857142857	0.571911374439
31	1.26857142857	0.571911374439
32	1.26857142857	0.571911374439
33	1.26857142857	0.571911374439
34	1.26857142857	0.571911374439
35	1.26857142857	0.571911374439
36	1.26857142857	0.571911374439
37	0.0	1.0
38	0.0	1.0
39	0.0	1.0
40	0.0	1.0
41	0.0	1.0
42	0.0	1.0
43	0.0	1.0
44	0.0	1.0
45	1.26857142857	0.571911374439
46	1.26857142857	0.571911374439
47	1.26857142857	0.571911374439
48	1.26857142857	0.571911374439
49	1.26857142857	0.571911374439
50	1.26857142857	0.571911374439
51	1.26857142857	0.571911374439
52	2.90849673203	0.19010260029
53	2.90849673203	0.19010260029
54	2.90849673203	0.19010260029
55	2.90849673203	0.19010260029
56	1.26857142857	0.571911374439
57	1.26857142857	0.571911374439
58	1.26857142857	0.571911374439
59	1.26857142857	0.571911374439
60	1.26857142857	0.571911374439
61	1.26857142857	0.571911374439
62	1.26857142857	0.571911374439
63	0.0	1.0
64	0.0	1.0
65	1.26857142857	0.571911374439
66	1.26857142857	0.571911374439
67	1.26857142857	0.571911374439
68	1.26857142857	0.571911374439
69	1.26857142857	0.571911374439
70	1.26857142857	0.571911374439
71	1.26857142857	0.571911374439
72	1.26857142857	0.571911374439
73	1.26857142857	0.571911374439
74	1.26857142857	0.571911374439
75	1.26857142857	0.571911374439
76	1.26857142857	0.571911374439
77	2.90849673203	0.19010260029
78	5.06818181818	0.0399530823656
79	5.06818181818	0.0399530823656
80	5.06818181818	0.0399530823656
81	5.06818181818	0.0399530823656
82	5.06818181818	0.0399530823656
83	5.06818181818	0.0399530823656
84	7.98214285714	0.00561395494805
85	7.98214285714	0.00561395494805
86	7.98214285714	0.00561395494805
87	5.06818181818	0.0399530823656
88	2.90849673203	0.19010260029
89	1.26857142857	0.571911374439
90	1.26857142857	0.571911374439
91	2.90849673203	0.19010260029
92	2.90849673203	0.19010260029
93	2.90849673203	0.19010260029
94	2.90849673203	0.19010260029
95	1.26857142857	0.571911374439
96	2.90849673203	0.19010260029
97	2.90849673203	0.19010260029
98	2.90849673203	0.19010260029
99	2.90849673203	0.19010260029
100	2.90849673203	0.19010260029
101	2.90849673203	0.19010260029
102	1.26857142857	0.571911374439
103	1.26857142857	0.571911374439
104	1.26857142857	0.571911374439
105	1.26857142857	0.571911374439
106	1.26857142857	0.571911374439
107	0.0	1.0
108	0.0	1.0
109	0.0	1.0
110	0.0	1.0
111	0.0	1.0
112	0.0	1.0
113	0.0	1.0
114	0.0	1.0
115	0.0	1.0
116	0.0	1.0
117	0.0	1.0
118	0.0	1.0
119	0.0	1.0
120	0.0	1.0
121	0.0	1.0
122	0.0	1.0
123	1.26857142857	0.571911374439
124	1.26857142857	0.571911374439
125	1.26857142857	0.571911374439
126	1.26857142857	0.571911374439
127	1.26857142857	0.571911374439
128	1.26857142857	0.571911374439
129	1.26857142857	0.571911374439
130	1.26857142857	0.571911374439
131	1.26857142857	0.571911374439
132	1.26857142857	0.571911374439
133	1.26857142857	0.571911374439
134	0.0	1.0
135	0.0	1.0
136	0.0	1.0
137	0.0	1.0
138	0.0	1.0
139	0.0	1.0
140	0.0	1.0
141	0.0	1.0
142	0.0	1.0
143	0.0	1.0
144	0.0	1.0
145	0.0	1.0
146	1.26857142857	0.571911374439
147	1.26857142857	0.571911374439
148	1.26857142857	0.571911374439
149	1.26857142857	0.571911374439
150	1.26857142857	0.571911374439
151	1.26857142857	0.571911374439
152	1.26857142857	0.571911374439
153	1.26857142857	0.571911374439
154	1.26857142857	0.571911374439
155	1.26857142857	0.571911374439
156	1.26857142857	0.571911374439
157	0.0	1.0
158	0.0	1.0
159	0.0	1.0
160	0.0	1.0
161	0.0	1.0
162	0.0	1.0
163	0.0	1.0
164	0.0	1.0
165	0.0	1.0
166	0.0	1.0
167	0.0	1.0
168	0.0	1.0
169	0.0	1.0
170	0.0	1.0
171	0.0	1.0
172	0.0	1.0
173	0.0	1.0
174	0.0	1.0
175	0.0	1.0
176	0.0	1.0
177	0.0	1.0
178	0.0	1.0
179	0.0	1.0
180	1.26857142857	0.571911374439
181	1.26857142857	0.571911374439
182	1.26857142857	0.571911374439
183	1.26857142857	0.571911374439
184	1.26857142857	0.571911374439
185	1.26857142857	0.571911374439
186	1.26857142857	0.571911374439
187	1.26857142857	0.571911374439
188	1.26857142857	0.571911374439
189	1.26857142857	0.571911374439
190	1.26857142857	0.571911374439
191	0.0	1.0
192	1.26857142857	0.571911374439
193	1.26857142857	0.571911374439
194	1.26857142857	0.571911374439
195	1.26857142857	0.571911374439
196	1.26857142857	0.571911374439
197	1.26857142857	0.571911374439
198	1.26857142857	0.571911374439
199	2.90849673203	0.19010260029
200	2.90849673203	0.19010260029
201	2.90849673203	0.19010260029
202	2.90849673203	0.19010260029
203	1.26857142857	0.571911374439
204	1.26857142857	0.571911374439
205	1.26857142857	0.571911374439
