# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-6802953	RAS signaling downstream of NF1 loss-of-function variants	5	6	3.08476990696e-07	0.000231357743022
R-HSA-5654706	FRS-mediated FGFR3 signaling	6	13	2.55775775121e-06	0.00191831831341
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	6	14	4.34363761221e-06	0.00325772820916
R-HSA-5637810	Constitutive Signaling by EGFRvIII	6	14	4.34363761221e-06	0.00325772820916
R-HSA-5654693	FRS-mediated FGFR1 signaling	6	14	4.34363761221e-06	0.00325772820916
R-HSA-9703648	Signaling by FLT3 ITD and TKD mutants	5	9	5.93210979976e-06	0.00444908234982
R-HSA-9664565	Signaling by ERBB2 KD Mutants	7	22	6.87144283344e-06	0.00515358212508
R-HSA-5655332	Signaling by FGFR3 in disease	6	15	7.02531988736e-06	0.00526898991552
R-HSA-9665348	Signaling by ERBB2 ECD mutants	6	15	7.02531988736e-06	0.00526898991552
R-HSA-3371511	HSF1 activation	5	10	1.15216582499e-05	0.0086412436874
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	5	10	1.15216582499e-05	0.0086412436874
R-HSA-5654704	SHC-mediated cascade:FGFR3	5	11	2.05136248778e-05	0.0153852186584
R-HSA-2408522	Selenoamino acid metabolism	5	11	2.05136248778e-05	0.0153852186584
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	6	19	3.37813039726e-05	0.0253359779794
R-HSA-5654688	SHC-mediated cascade:FGFR1	5	12	3.41524485391e-05	0.0256143364043
R-HSA-9753510	Signaling by RAS GAP mutants	3	3	4.34544193039e-05	0.0325908144779
R-HSA-9753512	Signaling by RAS GTPase mutants	3	3	4.34544193039e-05	0.0325908144779
