# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-6802953	RAS signaling downstream of NF1 loss-of-function variants	5	6	3.08476990696e-07	0.000231357743022
R-HSA-5655332	Signaling by FGFR3 in disease	6	15	7.02531988736e-06	0.000585443323946
R-HSA-9665348	Signaling by ERBB2 ECD mutants	6	15	7.02531988736e-06	0.000585443323946
R-HSA-9664565	Signaling by ERBB2 KD Mutants	7	22	6.87144283344e-06	0.000585443323946
R-HSA-5654706	FRS-mediated FGFR3 signaling	6	13	2.55775775121e-06	0.000585443323946
R-HSA-5637810	Constitutive Signaling by EGFRvIII	6	14	4.34363761221e-06	0.000585443323946
R-HSA-9703648	Signaling by FLT3 ITD and TKD mutants	5	9	5.93210979976e-06	0.000585443323946
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	6	14	4.34363761221e-06	0.000585443323946
R-HSA-5654693	FRS-mediated FGFR1 signaling	6	14	4.34363761221e-06	0.000585443323946
R-HSA-3371511	HSF1 activation	5	10	1.15216582499e-05	0.000785567607945
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	5	10	1.15216582499e-05	0.000785567607945
R-HSA-5654704	SHC-mediated cascade:FGFR3	5	11	2.05136248778e-05	0.00118347835834
R-HSA-2408522	Selenoamino acid metabolism	5	11	2.05136248778e-05	0.00118347835834
R-HSA-5654688	SHC-mediated cascade:FGFR1	5	12	3.41524485391e-05	0.00170762242696
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	6	19	3.37813039726e-05	0.00170762242696
R-HSA-9753512	Signaling by RAS GTPase mutants	3	3	4.34544193039e-05	0.001917106734
R-HSA-9753510	Signaling by RAS GAP mutants	3	3	4.34544193039e-05	0.001917106734
R-HSA-2179392	EGFR Transactivation by Gastrin	4	8	9.49755632152e-05	0.00395731513397
R-HSA-5654712	FRS-mediated FGFR4 signaling	5	15	0.000118632279367	0.00468285313292
R-HSA-210993	Tie2 Signaling	5	16	0.000167597719074	0.00628491446528
R-HSA-9703465	Signaling by FLT3 fusion proteins	5	17	0.000230613283036	0.00758365898281
R-HSA-5654700	FRS-mediated FGFR2 signaling	5	17	0.000230613283036	0.00758365898281
R-HSA-5655302	Signaling by FGFR1 in disease	6	26	0.00023256554214	0.00758365898281
R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	4	10	0.000269336104413	0.00808008313238
R-HSA-5655291	Signaling by FGFR4 in disease	4	10	0.000269336104413	0.00808008313238
R-HSA-9607240	FLT3 Signaling	5	18	0.000310150647694	0.00894665329887
R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	4	11	0.00041152037843	0.00965804958121
R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants	4	11	0.00041152037843	0.00965804958121
R-HSA-5654710	PI-3K cascade:FGFR3	4	11	0.00041152037843	0.00965804958121
R-HSA-1169092	Activation of RAS in B cells	3	5	0.000412076782132	0.00965804958121
R-HSA-1250347	SHC1 events in ERBB4 signaling	4	11	0.00041152037843	0.00965804958121
R-HSA-5655253	Signaling by FGFR2 in disease	5	19	0.000408853984724	0.00965804958121
R-HSA-5654689	PI-3K cascade:FGFR1	4	12	0.000600204343382	0.0132398016923
R-HSA-179812	GRB2 events in EGFR signaling	4	12	0.000600204343382	0.0132398016923
R-HSA-5621575	CD209 (DC-SIGN) signaling	5	21	0.000675116626493	0.0144667848534
R-HSA-9634635	Estrogen-stimulated signaling through PRKCZ	3	6	0.000802620785174	0.0150536903627
R-HSA-5336415	Uptake and function of diphtheria toxin	3	6	0.000802620785174	0.0150536903627
R-HSA-1963640	GRB2 events in ERBB2 signaling	4	13	0.000843006660314	0.0150536903627
R-HSA-171007	p38MAPK events	4	13	0.000843006660314	0.0150536903627
R-HSA-5654719	SHC-mediated cascade:FGFR4	4	13	0.000843006660314	0.0150536903627
R-HSA-180336	SHC1 events in EGFR signaling	4	13	0.000843006660314	0.0150536903627
R-HSA-112412	SOS-mediated signalling	3	6	0.000802620785174	0.0150536903627
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	9	74	0.00110900568232	0.0193431223661
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	4	14	0.00114763734062	0.0195620001242
R-HSA-192905	vRNP Assembly	2	2	0.00123954698151	0.0197800050242
R-HSA-9834752	Respiratory syncytial virus genome replication	2	2	0.00123954698151	0.0197800050242
R-HSA-9820962	Assembly and release of respiratory syncytial virus (RSV) virions	2	2	0.00123954698151	0.0197800050242
R-HSA-379716	Cytosolic tRNA aminoacylation	5	24	0.00129272711698	0.0201988612028
R-HSA-9034864	Activated NTRK3 signals through RAS	3	7	0.00136795243369	0.0209380474545
R-HSA-5654699	SHC-mediated cascade:FGFR2	4	15	0.00152182099926	0.0228273149889
R-HSA-74751	Insulin receptor signalling cascade	3	8	0.002131738556	0.0285500699464
R-HSA-9026519	Activated NTRK2 signals through RAS	3	8	0.002131738556	0.0285500699464
R-HSA-167044	Signalling to RAS	3	8	0.002131738556	0.0285500699464
R-HSA-2428933	SHC-related events triggered by IGF1R	3	8	0.002131738556	0.0285500699464
R-HSA-5658623	FGFRL1 modulation of FGFR1 signaling	3	8	0.002131738556	0.0285500699464
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	8	66	0.00212153383811	0.0285500699464
R-HSA-174437	Removal of the Flap Intermediate from the C-strand	4	17	0.00250941813663	0.0330186596925
R-HSA-186763	Downstream signal transduction	5	28	0.00266289829799	0.0344340297154
R-HSA-8863795	Downregulation of ERBB2 signaling	4	18	0.00313778027629	0.0392222534536
R-HSA-109704	PI3K Cascade	5	29	0.00312624513369	0.0392222534536
R-HSA-352238	Breakdown of the nuclear lamina	2	3	0.00363173210594	0.0446524439255
R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	4	19	0.00386549395409	0.0460177851677
R-HSA-1250196	SHC1 events in ERBB2 signaling	4	19	0.00386549395409	0.0460177851677
