#Position	OddsRatio	P-value
52	40.3071428571	2.66502005642e-19
53	40.1892857143	2.87098164041e-19
54	38.3098591549	1.59884228229e-18
55	38.1971830986	1.71879619546e-18
56	38.0845070423	1.84805009808e-18
57	37.9718309859	1.98734839598e-18
58	37.8591549296	2.13749695876e-18
59	36.0590277778	1.15673173832e-17
60	35.9513888889	1.24148289467e-17
61	34.2123287671	6.57304635066e-17
62	34.1095890411	7.03954985136e-17
63	34.0068493151	7.54033491443e-17
64	33.904109589	8.07800727093e-17
65	33.801369863	8.65537731306e-17
66	32.1351351351	4.45215703142e-16
67	32.0371621622	4.76002953598e-16
68	31.9391891892	5.08996997499e-16
69	30.3333333333	2.55514366665e-15
70	30.24	2.72627405415e-15
71	28.6875	1.3386019393e-14
72	27.1818181818	6.44290634866e-14
73	27.0974025974	6.84309893682e-14
74	25.641025641	3.22060738127e-13
75	25.5608974359	3.41302189204e-13
76	24.1518987342	1.57032018548e-12
77	24.0759493671	1.66040059456e-12
78	24.0	1.75587310088e-12
79	22.640625	7.8769436679e-12
80	22.56875	8.31097816112e-12
81	22.496875	8.77001020329e-12
82	22.425	9.25554194002e-12
83	21.1172839506	4.03728731026e-11
84	21.049382716	4.25102746208e-11
85	20.9814814815	4.47661633981e-11
86	20.9135802469	4.714740397e-11
87	20.8456790123	4.96612757648e-11
88	20.7777777778	5.23154992211e-11
89	20.7098765432	5.5118263615e-11
90	20.6419753086	5.80782567138e-11
91	20.5740740741	6.12046963804e-11
92	20.5061728395	6.45073642598e-11
93	19.2713414634	2.69479500871e-10
94	19.2073170732	2.83352091176e-10
95	19.1432926829	2.97973931328e-10
96	19.0792682927	3.13387387264e-10
97	19.0152439024	3.29637328069e-10
98	18.9512195122	3.46771280241e-10
99	17.7710843373	1.4000450018e-09
100	17.7108433735	1.46928951083e-09
101	17.6506024096	1.54213473925e-09
102	17.5903614458	1.61877708849e-09
103	17.5301204819	1.69942417308e-09
104	17.5301204819	1.69942417308e-09
105	17.5301204819	1.69942417308e-09
106	17.5301204819	1.69942417308e-09
107	17.5301204819	1.69942417308e-09
108	17.5301204819	1.69942417308e-09
109	13.119047619	2.39943107103e-08
110	13.119047619	2.39943107103e-08
111	13.119047619	2.39943107103e-08
112	13.119047619	2.39943107103e-08
113	13.119047619	2.39943107103e-08
114	13.119047619	2.39943107103e-08
115	17.5301204819	1.69942417308e-09
116	17.5301204819	1.69942417308e-09
117	13.119047619	2.39943107103e-08
118	10.2	2.6486651624e-07
119	8.13289036545	2.34629045838e-06
120	6.59770114943	1.69880312927e-05
121	6.59770114943	1.69880312927e-05
122	5.41666666667	0.000101880548857
123	5.41666666667	0.000101880548857
124	5.41666666667	0.000101880548857
125	5.41666666667	0.000101880548857
126	4.48314606742	0.00051108156049
127	4.48314606742	0.00051108156049
128	3.72929292929	0.00274675998727
129	3.72929292929	0.00274675998727
130	3.10989010989	0.0136526573217
131	3.10989010989	0.0136526573217
132	3.10989010989	0.0136526573217
133	3.10989010989	0.0136526573217
134	3.10989010989	0.0136526573217
135	3.10989010989	0.0136526573217
136	2.59364548495	0.0294851740551
137	2.15821812596	0.0901074638829
138	1.78723404255	0.227188008831
139	1.78723404255	0.227188008831
140	1.46842105263	0.470003796362
141	1.46842105263	0.470003796362
142	1.46842105263	0.470003796362
143	1.19240196078	0.810024516957
144	0.951890034364	1.0
145	0.951890034364	1.0
146	0.741138560687	0.63957374954
147	0.741138560687	0.63957374954
148	0.555555555556	0.345373127713
149	0.391428571429	0.152013954726
150	0.391428571429	0.152013954726
151	0.245724572457	0.0523866751679
152	0.245724572457	0.0523866751679
153	0.115942028986	0.00807677687031
154	0.115942028986	0.00807677687031
155	0.115942028986	0.00807677687031
156	0.115942028986	0.00807677687031
157	0.115942028986	0.00807677687031
158	0.115942028986	0.00807677687031
159	0.115942028986	0.00807677687031
160	0.115942028986	0.00807677687031
161	0.115942028986	0.00807677687031
162	0.115942028986	0.00807677687031
163	0.115942028986	0.00807677687031
164	0.115942028986	0.00807677687031
165	0.115942028986	0.00807677687031
166	0.115942028986	0.00807677687031
167	0.115942028986	0.00807677687031
168	0.115942028986	0.00807677687031
169	0.115942028986	0.00807677687031
170	0.115942028986	0.00807677687031
171	0.115942028986	0.00807677687031
172	0.115942028986	0.00807677687031
173	0.115942028986	0.00807677687031
174	0.115942028986	0.00807677687031
175	0.115942028986	0.00807677687031
176	0.115942028986	0.00807677687031
177	0.115942028986	0.00807677687031
178	0.115942028986	0.00807677687031
179	0.115942028986	0.00807677687031
180	0.115942028986	0.00807677687031
181	0.115942028986	0.00807677687031
182	0.115942028986	0.00807677687031
183	0.115942028986	0.00807677687031
184	0.115942028986	0.00807677687031
185	0.115942028986	0.00807677687031
186	0.115942028986	0.00807677687031
187	0.115942028986	0.00807677687031
188	0.115942028986	0.00807677687031
189	0.115942028986	0.00807677687031
190	0.115942028986	0.00807677687031
191	0.115942028986	0.00807677687031
192	0.115942028986	0.00807677687031
193	0.115942028986	0.00807677687031
194	0.115942028986	0.00807677687031
195	0.115942028986	0.00807677687031
196	0.115942028986	0.00807677687031
197	0.115942028986	0.00807677687031
198	0.115942028986	0.00807677687031
199	0.115942028986	0.00807677687031
200	0.115942028986	0.00807677687031
201	0.115942028986	0.00807677687031
202	0.115942028986	0.00807677687031
203	0.115942028986	0.00807677687031
204	0.115942028986	0.00807677687031
205	0.115942028986	0.00807677687031
206	0.115942028986	0.00807677687031
207	0.115942028986	0.00807677687031
208	0.115942028986	0.00807677687031
209	0.115942028986	0.00807677687031
210	0.115942028986	0.00807677687031
211	0.115942028986	0.00807677687031
212	0.115942028986	0.00807677687031
213	0.115942028986	0.00807677687031
214	0.115942028986	0.00807677687031
215	0.245724572457	0.0523866751679
216	0.245724572457	0.0523866751679
217	0.245724572457	0.0523866751679
218	0.115942028986	0.00807677687031
219	0.115942028986	0.00807677687031
220	0.245724572457	0.0523866751679
221	0.245724572457	0.0523866751679
222	0.245724572457	0.0523866751679
223	0.245724572457	0.0523866751679
224	0.245724572457	0.0523866751679
225	0.245724572457	0.0523866751679
226	0.245724572457	0.0523866751679
227	0.245724572457	0.0523866751679
228	0.245724572457	0.0523866751679
229	0.245724572457	0.0523866751679
230	0.245724572457	0.0523866751679
231	0.245724572457	0.0523866751679
232	0.245724572457	0.0523866751679
233	0.245724572457	0.0523866751679
234	0.245724572457	0.0523866751679
235	0.245724572457	0.0523866751679
236	0.245724572457	0.0523866751679
237	0.245724572457	0.0523866751679
238	0.245724572457	0.0523866751679
239	0.391428571429	0.152013954726
240	0.391428571429	0.152013954726
241	0.391428571429	0.152013954726
242	0.391428571429	0.152013954726
243	0.391428571429	0.152013954726
244	0.391428571429	0.152013954726
245	0.391428571429	0.152013954726
246	0.391428571429	0.152013954726
247	0.391428571429	0.152013954726
248	0.391428571429	0.152013954726
249	0.391428571429	0.152013954726
250	0.391428571429	0.152013954726
251	0.391428571429	0.152013954726
252	0.391428571429	0.152013954726
253	0.391428571429	0.152013954726
254	0.391428571429	0.152013954726
255	0.391428571429	0.152013954726
256	0.391428571429	0.152013954726
257	0.391428571429	0.152013954726
258	0.391428571429	0.152013954726
259	0.391428571429	0.152013954726
260	0.391428571429	0.152013954726
261	0.391428571429	0.152013954726
262	0.391428571429	0.152013954726
263	0.391428571429	0.152013954726
264	0.391428571429	0.152013954726
265	0.391428571429	0.152013954726
266	0.391428571429	0.152013954726
267	0.391428571429	0.152013954726
268	0.391428571429	0.152013954726
269	0.391428571429	0.152013954726
270	0.391428571429	0.152013954726
271	0.391428571429	0.152013954726
272	0.391428571429	0.152013954726
273	0.391428571429	0.152013954726
274	0.391428571429	0.152013954726
275	0.391428571429	0.152013954726
276	0.391428571429	0.152013954726
277	0.391428571429	0.152013954726
278	0.391428571429	0.152013954726
279	0.391428571429	0.152013954726
280	0.391428571429	0.152013954726
281	0.391428571429	0.152013954726
282	0.391428571429	0.152013954726
