gene
2017-03-01 00:00:00
2017-09-03 00:00:00
2017-09-06 00:00:00
2017-09-07 00:00:00
2017-09-09 00:00:00
2017-09-10 00:00:00
A2M
AAAS
AACS
AADAT
AASS
ABAT
ABCB10
ABCB6
"ABCC9,LOC102724274"
ABCD3
ABCE1
ABHD17C
ABHD3
ABI2
ABLIM2
ACACA
ACACB
ACADM
ACAN
ACAT2
ACBD5
ACBD7
ACER3
ACLY
ACSBG1
ACSL3
ACSS1
ACSS2
ACSS3
ACTL6A
ACTR3B
ACTR5
ACVR2B
ACYP1
ADAM22
ADAMTS15
ADAMTS16
ADAMTS3
ADCY1
ADCY3
ADCYAP1R1
ADD2
ADIPOR2
ADK
ADM5
ADNP
ADNP2
ADORA1
AFG3L1P
AFG3L2
AGAP2-AS1
AGER
AGO1
AGPAT5
AGPS
AGT
AGTR1
AHI1
AIF1L
AK2
AK5
AKR1B1
ALDH16A1
ALDH6A1
ALDH7A1
ALDOC
ALG10
ALG10B
ALG8
ALK
ALKBH2
ALMS1
ALYREF
AMD1
AMH
AMMECR1
ANAPC1
ANGEL2
ANKFN1
ANKLE1
ANKRD32
ANKRD35
ANKRD45
ANKRD63
ANLN
ANO1
ANO8
ANP32A
ANP32B
ANP32E
ANPEP
AP3M1
"AP3S2,C15ORF38,C15ORF38-AP3S2"
APC
APC2
APCDD1
API5
"APITD1,APITD1-CORT,CORT"
APLN
APOBEC3B
APOC1
APOL4
APOLD1
APOO
APPL1
APPL2
AQP4
AQR
ARAP2
ARF6
ARGLU1
ARHGAP11A
ARHGAP11B
ARHGAP12
"ARHGAP19,SLIT1"
ARHGAP21
ARHGAP32
ARHGAP33
ARHGAP36
ARHGEF10
ARHGEF26
ARHGEF6
ARID2
ARID3B
ARL10
ARL13B
ARL3
ARL5B
ARL6IP1
ARL6IP6
ARNT2
ARRB2
ARTN
ARX
ASB1
ASB13
ASCL1
ASF1A
ASF1B
ASH2L
ASIC1
ASL
ASNS
ASPM
ASRGL1
ASXL1
ATAD2
ATAD2B
ATAD3A
ATAD3B
ATAD5
ATCAY
ATHL1
ATN1
ATOH8
ATP10B
ATP13A4
ATP1A2
ATP1B2
ATP2B1
ATP5A1
ATP5C1
ATP5G2
ATP5O
ATP6V0A2
"ATP6V1G2,DDX39B"
ATXN7L2
AURKA
AURKB
AXL
AZI1
B3GALTL
B3GAT1
B3GNT5
B4GALNT1
B4GALNT3
B4GALNT4
BAALC
BAHCC1
BAI3
BANF1
BARD1
BAZ1A
BAZ1B
BBOX1
BCAN
BCCIP
BCHE
BCL2
BCL2L12
BCLAF1
BCOR
BEND3
"BGLAP,PMF1,PMF1-BGLAP"
BIRC5
BLACAT1
BLM
BLMH
BMF
BMP2
BMP7
BMPR1A
BMPR1B
"BOC,LOC102723687"
BORA
BRCA1
BRCA2
BRD4
BRD7
BRD8
BRI3BP
"BRICD5,PGP"
BRINP3
BRIP1
BRIX1
BRWD3
BTAF1
BTBD17
BTBD3
BUB1
"BUB1B,PAK6"
BUB3
BUD13
BZRAP1
BZW1
C10ORF107
C11ORF30
C11ORF82
C11ORF87
C14ORF1
C14ORF23
C14ORF80
C15ORF39
C15ORF59
C16ORF59
C17ORF53
C17ORF70
C18ORF54
C19ORF40
C19ORF48
C19ORF55
C19ORF57
C1ORF106
C1ORF112
C1ORF159
C1ORF21
C1ORF226
C1ORF61
C1QL1
C1QTNF2
C1QTNF6
C21ORF58
C21ORF62
C2CD4C
C2CD5
C2ORF40
C2ORF43
C2ORF72
C2ORF80
C3ORF14
C3ORF58
C3ORF70
C4ORF21
C4ORF27
C4ORF46
C5
C5ORF34
C6ORF118
C6ORF223
"C7ORF31,CYCS"
C7ORF49
C8ORF33
C8ORF37
C8ORF59
C9ORF142
C9ORF24
C9ORF40
"C9ORF47,S1PR3"
CA12
CA14
CA2
CA8
CABLES2
CACFD1
CACNB1
CACNB2
CACNG4
CACYBP
CAD
CADPS2
CAHM
CALM3
CAMK2A
CAMK4
CAMSAP1
CAMTA1
CAND1
CAPN15
CAPN5
CARD8
CARHSP1
CASC10
CASC5
CASP2
CASP8AP2
CASQ1
CBL
CBLN1
CBLN4
CBS
CBX1
CBX2
CBX3
CBX5
CCAR1
CCAR2
CCBE1
"CCBL2,RBMXL1"
CCDC102B
CCDC109B
CCDC12
CCDC137
CCDC138
CCDC14
CCDC15
CCDC150
CCDC152
CCDC167
CCDC177
CCDC18
CCDC34
CCDC41
CCDC58
CCDC61
CCDC74A
CCDC74B
CCDC88A
CCDC94
CCHCR1
CCNA1
CCNA2
CCNB1
CCNB1IP1
CCNB2
CCNE1
CCNF
CCNI
CCNT2
CCSAP
CCT2
CCT4
CCT5
CCT7
CD101
CD180
"CD302,LY75,LY75-CD302"
CDC20
CDC23
CDC25A
CDC25B
CDC25C
CDC27
CDC42EP4
CDC45
CDC5L
CDC6
CDC7
CDCA2
CDCA3
CDCA4
CDCA5
CDCA7
CDCA7L
CDCA8
CDH20
CDH4
CDH5
CDH6
CDHR1
CDK1
CDK14
CDK2
CDK2AP1
CDK2AP2
CDK5R1
CDK5RAP2
CDK5RAP3
CDKAL1
"CDKN1B,LOC101929220"
CDKN2AIPNL
CDKN2C
CDKN3
CDO1
CDON
CDT1
CECR2
CECR5
CELF5
CELSR1
CELSR2
CEND1
CENPA
CENPC
CENPE
CENPF
CENPH
CENPI
CENPJ
CENPK
CENPL
CENPM
CENPN
CENPO
CENPQ
CENPU
CENPV
CENPW
CEP112
CEP128
CEP135
CEP152
CEP192
CEP41
CEP55
CEP57
CEP57L1
CEP70
CEP72
CEP78
CEP85
CEP89
CEP97
CERK
"CERS1,GDF1"
CFDP1
CGGBP1
CHAF1A
CHAF1B
CHAMP1
CHCHD3
CHD1
CHD1L
CHD7
CHEK1
CHEK2
CHKA
CHML
CHN1
CHRAC1
CHRNA5
